transfer_id,transfer_date,day_of_week,hour,sender_id,sender_tenure_days,sender_lifetime_transfers,channel,receiver_type,receiver_id,amount_bucket,new_user_activated_30d
T005498,2025-08-25,Monday,13,S00579,137,5,by_card,paynet_user,R00685,small,
T005499,2025-07-24,Thursday,13,S00580,335,74,by_card,external_card,,medium,
T005500,2025-08-11,Monday,8,S00580,335,74,by_card,paynet_user,R00235,small,
T005501,2025-04-22,Tuesday,16,S00580,335,74,by_card,external_card,,small,
T005502,2025-07-25,Friday,11,S00580,335,74,by_qr,paynet_user,R01352,small,
T005503,2025-08-31,Sunday,18,S00580,335,74,by_card,paynet_user,R01608,large,
T005504,2025-08-18,Monday,16,S00580,335,74,by_qr,paynet_user,R01421,medium,
T005505,2025-07-12,Saturday,14,S00580,335,74,by_card,external_card,,large,
T005506,2025-08-07,Thursday,19,S00580,335,74,by_card,external_card,,small,
T005507,2025-04-15,Tuesday,18,S00580,335,74,by_card,external_card,,medium,
T005508,2025-06-25,Wednesday,13,S00580,335,74,by_qr,new_registration,R03952,small,0.0
T005509,2025-08-17,Sunday,11,S00580,335,74,by_card,external_card,,medium,
T005510,2025-05-20,Tuesday,22,S00580,335,74,by_card,external_card,,small,
T005511,2025-08-15,Friday,13,S00580,335,74,by_card,external_card,,small,
T005512,2025-06-24,Tuesday,14,S00580,335,74,by_card,paynet_user,R00784,large,
T005513,2025-08-26,Tuesday,20,S00580,335,74,by_qr,paynet_user,R00614,small,
T005514,2025-04-11,Friday,8,S00580,335,74,by_card,external_card,,medium,
T005515,2025-04-21,Monday,18,S00580,335,74,by_card,external_card,,small,
T005516,2025-05-18,Sunday,14,S00580,335,74,by_card,external_card,,small,
T005517,2025-04-23,Wednesday,8,S00580,335,74,by_card,external_card,,large,
T005518,2025-05-27,Tuesday,16,S00580,335,74,by_card,external_card,,large,
T005519,2025-05-13,Tuesday,13,S00580,335,74,by_card,external_card,,small,
T005520,2025-06-10,Tuesday,8,S00580,335,74,by_card,external_card,,medium,
T005521,2025-05-21,Wednesday,15,S00580,335,74,by_card,external_card,,medium,
T005522,2025-04-13,Sunday,16,S00580,335,74,by_card,paynet_user,R01803,medium,
T005523,2025-07-30,Wednesday,19,S00580,335,74,by_phone,paynet_user,R00338,small,
T005524,2025-07-24,Thursday,12,S00580,335,74,by_phone,new_registration,R03703,small,1.0
T005525,2025-07-28,Monday,18,S00580,335,74,by_phone,new_registration,R04035,small,0.0
T005526,2025-09-08,Monday,11,S00580,335,74,by_card,external_card,,large,
T005527,2025-07-13,Sunday,22,S00580,335,74,by_card,external_card,,medium,
T005528,2025-05-10,Saturday,10,S00580,335,74,by_card,paynet_user,R01124,medium,
T005529,2025-08-16,Saturday,7,S00580,335,74,by_qr,new_registration,R04461,large,0.0
T005530,2025-05-22,Thursday,11,S00580,335,74,by_card,paynet_user,R00188,small,
T005531,2025-07-03,Thursday,19,S00581,297,34,by_card,external_card,,small,
T005532,2025-06-21,Saturday,9,S00581,297,34,by_card,paynet_user,R01369,small,
T005533,2025-06-22,Sunday,9,S00581,297,34,by_card,external_card,,medium,
T005534,2025-06-12,Thursday,9,S00581,297,34,by_card,paynet_user,R00905,small,
T005535,2025-07-04,Friday,11,S00581,297,34,by_card,external_card,,large,
T005536,2025-09-21,Sunday,17,S00581,297,34,by_card,external_card,,small,
T005537,2025-08-19,Tuesday,15,S00581,297,34,by_card,external_card,,medium,
T005538,2025-06-08,Sunday,17,S00581,297,34,by_card,external_card,,medium,
T005539,2025-04-06,Sunday,13,S00581,297,34,by_card,paynet_user,R00292,medium,
T005540,2025-05-26,Monday,8,S00581,297,34,by_card,external_card,,medium,
T005541,2025-07-11,Friday,18,S00581,297,34,by_card,external_card,,medium,
T005542,2025-06-01,Sunday,18,S00581,297,34,by_card,paynet_user,R00270,medium,
T005543,2025-05-24,Saturday,16,S00581,297,34,by_card,paynet_user,R00409,medium,
T005544,2025-04-14,Monday,11,S00581,297,34,by_card,paynet_user,R00930,medium,
T005545,2025-06-11,Wednesday,8,S00581,297,34,by_card,external_card,,medium,
T005546,2025-05-12,Monday,20,S00581,297,34,by_card,external_card,,small,
T005547,2025-08-14,Thursday,7,S00582,63,4,by_card,external_card,,small,
T005548,2025-06-21,Saturday,17,S00582,63,4,by_card,external_card,,small,
T005549,2025-04-10,Thursday,9,S00582,63,4,by_phone,new_registration,R03569,small,0.0
T005550,2025-07-16,Wednesday,12,S00582,63,4,by_card,paynet_user,R01509,large,
T005551,2025-06-26,Thursday,16,S00583,372,10,by_card,external_card,,medium,
T005552,2025-05-25,Sunday,8,S00583,372,10,by_card,external_card,,small,
T005553,2025-09-30,Tuesday,20,S00583,372,10,by_phone,paynet_user,R00249,medium,
T005554,2025-04-16,Wednesday,14,S00583,372,10,by_qr,paynet_user,R00576,small,
T005555,2025-09-17,Wednesday,19,S00583,372,10,by_card,external_card,,small,
T005556,2025-08-19,Tuesday,17,S00583,372,10,by_card,external_card,,small,
T005557,2025-06-23,Monday,17,S00583,372,10,by_card,external_card,,medium,
T005558,2025-08-01,Friday,8,S00583,372,10,by_card,external_card,,medium,
T005559,2025-05-01,Thursday,12,S00583,372,10,by_card,external_card,,small,
T005560,2025-07-18,Friday,19,S00583,372,10,by_card,external_card,,medium,
T005561,2025-06-07,Saturday,21,S00584,175,3,by_card,paynet_user,R00886,medium,
T005562,2025-09-10,Wednesday,16,S00584,175,3,by_card,external_card,,small,
T005563,2025-05-13,Tuesday,9,S00585,78,14,by_card,paynet_user,R01409,large,
T005564,2025-08-20,Wednesday,20,S00585,78,14,by_card,external_card,,medium,
T005565,2025-04-24,Thursday,16,S00585,78,14,by_card,external_card,,small,
T005566,2025-09-07,Sunday,17,S00585,78,14,by_card,external_card,,medium,
T005567,2025-06-23,Monday,22,S00585,78,14,by_card,external_card,,small,
T005568,2025-05-11,Sunday,12,S00585,78,14,by_card,external_card,,medium,
T005569,2025-04-12,Saturday,8,S00585,78,14,by_card,external_card,,medium,
T005570,2025-06-12,Thursday,7,S00585,78,14,by_phone,paynet_user,R01878,medium,
T005571,2025-07-17,Thursday,20,S00586,571,28,by_qr,paynet_user,R01879,small,
T005572,2025-09-02,Tuesday,14,S00586,571,28,by_card,external_card,,medium,
T005573,2025-06-20,Friday,9,S00586,571,28,by_card,paynet_user,R00085,small,
T005574,2025-05-12,Monday,14,S00586,571,28,by_phone,paynet_user,R00939,small,
T005575,2025-07-31,Thursday,9,S00586,571,28,by_card,external_card,,large,
T005576,2025-06-02,Monday,8,S00586,571,28,by_card,external_card,,small,
T005577,2025-08-18,Monday,16,S00586,571,28,by_card,external_card,,small,
T005578,2025-04-14,Monday,17,S00586,571,28,by_card,external_card,,medium,
T005579,2025-05-31,Saturday,15,S00586,571,28,by_card,paynet_user,R01143,large,
T005580,2025-05-02,Friday,17,S00586,571,28,by_card,external_card,,small,
T005581,2025-07-28,Monday,7,S00586,571,28,by_card,external_card,,medium,
T005582,2025-05-31,Saturday,19,S00586,571,28,by_card,external_card,,small,
T005583,2025-09-10,Wednesday,16,S00586,571,28,by_card,external_card,,large,
T005584,2025-09-05,Friday,17,S00586,571,28,by_card,external_card,,medium,
T005585,2025-08-23,Saturday,19,S00586,571,28,by_card,external_card,,medium,
T005586,2025-05-07,Wednesday,18,S00587,138,11,by_phone,paynet_user,R01942,small,
T005587,2025-07-17,Thursday,7,S00587,138,11,by_card,paynet_user,R00927,small,
T005588,2025-07-18,Friday,20,S00587,138,11,by_card,paynet_user,R00072,small,
T005589,2025-08-15,Friday,22,S00587,138,11,by_phone,paynet_user,R00415,medium,
T005590,2025-06-07,Saturday,13,S00587,138,11,by_card,external_card,,small,
T005591,2025-07-01,Tuesday,21,S00587,138,11,by_card,paynet_user,R01985,small,
T005592,2025-07-21,Monday,19,S00587,138,11,by_card,external_card,,small,
T005593,2025-07-15,Tuesday,15,S00588,14,2,by_phone,paynet_user,R01860,medium,
T005594,2025-07-01,Tuesday,18,S00588,14,2,by_card,external_card,,medium,
T005595,2025-04-24,Thursday,12,S00589,80,1,by_card,external_card,,medium,
T005596,2025-06-27,Friday,15,S00589,80,1,by_card,external_card,,small,
T005597,2025-07-11,Friday,16,S00589,80,1,by_card,external_card,,small,
T005598,2025-05-03,Saturday,14,S00589,80,1,by_card,external_card,,large,
T005599,2025-05-05,Monday,15,S00589,80,1,by_card,paynet_user,R01327,medium,
T005600,2025-08-23,Saturday,12,S00590,10,1,by_card,external_card,,medium,
T005601,2025-09-06,Saturday,20,S00590,10,1,by_card,external_card,,small,
T005602,2025-09-13,Saturday,15,S00590,10,1,by_card,external_card,,medium,
T005603,2025-06-23,Monday,22,S00591,163,30,by_card,paynet_user,R01615,small,
T005604,2025-04-28,Monday,7,S00591,163,30,by_card,external_card,,medium,
T005605,2025-07-24,Thursday,18,S00591,163,30,by_card,external_card,,small,
T005606,2025-06-28,Saturday,19,S00591,163,30,by_card,external_card,,small,
T005607,2025-08-16,Saturday,20,S00591,163,30,by_card,external_card,,medium,
T005608,2025-05-20,Tuesday,9,S00591,163,30,by_card,paynet_user,R00035,medium,
T005609,2025-09-20,Saturday,10,S00591,163,30,by_card,external_card,,large,
T005610,2025-07-13,Sunday,15,S00591,163,30,by_card,new_registration,R02821,large,0.0
T005611,2025-08-23,Saturday,10,S00591,163,30,by_card,external_card,,medium,
T005612,2025-04-23,Wednesday,0,S00591,163,30,by_card,external_card,,small,
T005613,2025-06-23,Monday,15,S00591,163,30,by_card,external_card,,small,
T005614,2025-04-17,Thursday,19,S00591,163,30,by_card,external_card,,small,
T005615,2025-04-21,Monday,18,S00591,163,30,by_card,external_card,,medium,
T005616,2025-09-04,Thursday,19,S00592,155,16,by_card,paynet_user,R00247,large,
T005617,2025-06-30,Monday,19,S00592,155,16,by_card,external_card,,medium,
T005618,2025-08-08,Friday,22,S00592,155,16,by_card,external_card,,small,
T005619,2025-06-10,Tuesday,11,S00592,155,16,by_card,external_card,,large,
T005620,2025-07-22,Tuesday,15,S00592,155,16,by_card,paynet_user,R01683,small,
T005621,2025-08-20,Wednesday,13,S00592,155,16,by_card,paynet_user,R01722,small,
T005622,2025-09-02,Tuesday,21,S00592,155,16,by_card,paynet_user,R01782,small,
T005623,2025-09-23,Tuesday,14,S00592,155,16,by_card,external_card,,small,
T005624,2025-07-13,Sunday,16,S00593,51,1,by_card,external_card,,medium,
T005625,2025-05-16,Friday,17,S00593,51,1,by_card,paynet_user,R01757,medium,
T005626,2025-04-12,Saturday,11,S00593,51,1,by_card,external_card,,small,
T005627,2025-05-14,Wednesday,19,S00594,115,10,by_phone,paynet_user,R00458,medium,
T005628,2025-05-11,Sunday,19,S00594,115,10,by_card,external_card,,small,
T005629,2025-08-27,Wednesday,9,S00594,115,10,by_card,external_card,,large,
T005630,2025-05-22,Thursday,12,S00594,115,10,by_card,paynet_user,R01429,medium,
T005631,2025-09-14,Sunday,15,S00594,115,10,by_card,paynet_user,R01401,small,
T005632,2025-08-16,Saturday,11,S00595,533,22,by_phone,paynet_user,R00459,medium,
T005633,2025-05-26,Monday,8,S00595,533,22,by_card,external_card,,small,
T005634,2025-07-31,Thursday,15,S00595,533,22,by_card,paynet_user,R01465,small,
T005635,2025-07-15,Tuesday,18,S00595,533,22,by_card,external_card,,medium,
T005636,2025-07-21,Monday,6,S00595,533,22,by_card,paynet_user,R01256,medium,
T005637,2025-06-14,Saturday,20,S00595,533,22,by_card,external_card,,small,
T005638,2025-09-17,Wednesday,13,S00595,533,22,by_card,external_card,,medium,
T005639,2025-09-14,Sunday,20,S00595,533,22,by_card,external_card,,large,
T005640,2025-06-01,Sunday,14,S00595,533,22,by_card,paynet_user,R00253,medium,
T005641,2025-07-19,Saturday,19,S00595,533,22,by_qr,paynet_user,R01993,medium,
T005642,2025-05-15,Thursday,18,S00596,50,2,by_card,external_card,,medium,
T005643,2025-06-23,Monday,14,S00596,50,2,by_card,new_registration,R02702,small,0.0
T005644,2025-07-16,Wednesday,23,S00597,158,4,by_card,external_card,,small,
T005645,2025-04-16,Wednesday,15,S00598,168,16,by_card,paynet_user,R01333,medium,
T005646,2025-05-04,Sunday,18,S00598,168,16,by_phone,new_registration,R03541,medium,0.0
T005647,2025-05-25,Sunday,15,S00598,168,16,by_card,paynet_user,R00148,small,
T005648,2025-05-28,Wednesday,9,S00598,168,16,by_card,external_card,,medium,
T005649,2025-09-30,Tuesday,9,S00598,168,16,by_card,new_registration,R03745,small,0.0
T005650,2025-07-16,Wednesday,5,S00598,168,16,by_qr,paynet_user,R01937,large,
T005651,2025-05-08,Thursday,2,S00598,168,16,by_card,paynet_user,R00902,medium,
T005652,2025-04-12,Saturday,18,S00599,278,28,by_card,external_card,,small,
T005653,2025-07-26,Saturday,13,S00599,278,28,by_card,external_card,,medium,
T005654,2025-08-17,Sunday,22,S00599,278,28,by_card,external_card,,medium,
T005655,2025-09-24,Wednesday,15,S00599,278,28,by_card,external_card,,medium,
T005656,2025-09-06,Saturday,19,S00599,278,28,by_card,paynet_user,R00950,small,
T005657,2025-05-03,Saturday,20,S00599,278,28,by_card,paynet_user,R00627,small,
T005658,2025-06-24,Tuesday,2,S00599,278,28,by_card,external_card,,small,
T005659,2025-06-24,Tuesday,16,S00600,114,17,by_card,paynet_user,R00074,small,
T005660,2025-09-11,Thursday,23,S00600,114,17,by_phone,new_registration,R03793,large,0.0
T005661,2025-04-04,Friday,20,S00600,114,17,by_card,external_card,,large,
T005662,2025-05-25,Sunday,23,S00600,114,17,by_qr,paynet_user,R01580,small,
T005663,2025-06-29,Sunday,11,S00600,114,17,by_card,external_card,,medium,
T005664,2025-09-06,Saturday,20,S00600,114,17,by_card,external_card,,small,
T005665,2025-06-05,Thursday,7,S00600,114,17,by_card,external_card,,small,
T005666,2025-07-31,Thursday,10,S00601,343,83,by_card,external_card,,small,
T005667,2025-04-20,Sunday,17,S00601,343,83,by_card,paynet_user,R01735,medium,
T005668,2025-06-25,Wednesday,17,S00601,343,83,by_card,paynet_user,R01988,large,
T005669,2025-08-09,Saturday,15,S00601,343,83,by_card,paynet_user,R00963,small,
T005670,2025-04-29,Tuesday,17,S00601,343,83,by_card,external_card,,medium,
T005671,2025-09-16,Tuesday,13,S00601,343,83,by_card,external_card,,medium,
T005672,2025-06-01,Sunday,19,S00601,343,83,by_card,external_card,,large,
T005673,2025-07-03,Thursday,18,S00601,343,83,by_card,external_card,,small,
T005674,2025-08-29,Friday,15,S00601,343,83,by_phone,paynet_user,R00184,large,
T005675,2025-09-17,Wednesday,8,S00601,343,83,by_card,external_card,,small,
T005676,2025-09-13,Saturday,18,S00601,343,83,by_phone,paynet_user,R00275,medium,
T005677,2025-06-13,Friday,18,S00601,343,83,by_card,external_card,,medium,
T005678,2025-06-19,Thursday,19,S00601,343,83,by_card,paynet_user,R01601,medium,
T005679,2025-05-15,Thursday,13,S00601,343,83,by_card,external_card,,small,
T005680,2025-06-24,Tuesday,19,S00601,343,83,by_card,paynet_user,R00120,medium,
T005681,2025-07-20,Sunday,18,S00601,343,83,by_phone,external_card,,small,
T005682,2025-08-19,Tuesday,15,S00601,343,83,by_card,external_card,,small,
T005683,2025-09-07,Sunday,11,S00601,343,83,by_phone,paynet_user,R01341,small,
T005684,2025-06-09,Monday,11,S00601,343,83,by_card,paynet_user,R00661,medium,
T005685,2025-09-19,Friday,14,S00601,343,83,by_card,paynet_user,R00509,small,
T005686,2025-05-17,Saturday,15,S00601,343,83,by_card,external_card,,small,
T005687,2025-07-25,Friday,10,S00601,343,83,by_card,paynet_user,R00072,medium,
T005688,2025-05-08,Thursday,9,S00601,343,83,by_card,external_card,,medium,
T005689,2025-06-13,Friday,10,S00601,343,83,by_card,external_card,,medium,
T005690,2025-09-26,Friday,15,S00601,343,83,by_card,paynet_user,R01580,small,
T005691,2025-08-03,Sunday,13,S00601,343,83,by_card,external_card,,small,
T005692,2025-06-05,Thursday,20,S00601,343,83,by_card,external_card,,small,
T005693,2025-05-02,Friday,10,S00601,343,83,by_card,external_card,,small,
T005694,2025-07-24,Thursday,12,S00601,343,83,by_card,paynet_user,R01265,medium,
T005695,2025-07-28,Monday,13,S00601,343,83,by_card,external_card,,medium,
T005696,2025-06-22,Sunday,1,S00601,343,83,by_card,paynet_user,R01413,small,
T005697,2025-06-23,Monday,9,S00601,343,83,by_phone,paynet_user,R00040,medium,
T005698,2025-04-14,Monday,12,S00601,343,83,by_card,paynet_user,R01522,medium,
T005699,2025-05-05,Monday,18,S00601,343,83,by_card,external_card,,medium,
T005700,2025-07-08,Tuesday,0,S00602,178,40,by_card,external_card,,small,
T005701,2025-08-21,Thursday,20,S00602,178,40,by_card,paynet_user,R01253,small,
T005702,2025-07-20,Sunday,12,S00602,178,40,by_card,paynet_user,R01428,small,
T005703,2025-09-25,Thursday,20,S00602,178,40,by_phone,paynet_user,R00202,medium,
T005704,2025-08-28,Thursday,10,S00602,178,40,by_card,external_card,,small,
T005705,2025-06-06,Friday,19,S00602,178,40,by_phone,paynet_user,R01572,small,
T005706,2025-07-05,Saturday,13,S00602,178,40,by_card,new_registration,R02705,small,0.0
T005707,2025-05-08,Thursday,8,S00602,178,40,by_phone,paynet_user,R00912,large,
T005708,2025-08-03,Sunday,17,S00602,178,40,by_card,paynet_user,R01313,small,
T005709,2025-04-27,Sunday,15,S00602,178,40,by_card,paynet_user,R00345,medium,
T005710,2025-05-18,Sunday,13,S00602,178,40,by_qr,new_registration,R04367,small,1.0
T005711,2025-08-17,Sunday,19,S00602,178,40,by_card,external_card,,small,
T005712,2025-06-11,Wednesday,12,S00602,178,40,by_card,paynet_user,R01020,small,
T005713,2025-07-06,Sunday,0,S00602,178,40,by_card,external_card,,small,
T005714,2025-06-16,Monday,14,S00602,178,40,by_card,external_card,,small,
T005715,2025-07-29,Tuesday,10,S00602,178,40,by_card,external_card,,medium,
T005716,2025-06-09,Monday,16,S00602,178,40,by_card,external_card,,medium,
T005717,2025-07-16,Wednesday,19,S00602,178,40,by_card,external_card,,medium,
T005718,2025-08-31,Sunday,17,S00602,178,40,by_card,paynet_user,R00254,small,
T005719,2025-07-11,Friday,21,S00602,178,40,by_phone,external_card,,small,
T005720,2025-06-18,Wednesday,14,S00602,178,40,by_card,external_card,,small,
T005721,2025-09-20,Saturday,16,S00602,178,40,by_card,external_card,,small,
T005722,2025-08-16,Saturday,9,S00602,178,40,by_card,external_card,,small,
T005723,2025-09-01,Monday,13,S00603,34,1,by_card,external_card,,medium,
T005724,2025-04-28,Monday,15,S00603,34,1,by_card,external_card,,medium,
T005725,2025-05-18,Sunday,11,S00603,34,1,by_card,paynet_user,R00640,medium,
T005726,2025-04-06,Sunday,19,S00604,708,108,by_card,external_card,,medium,
T005727,2025-07-03,Thursday,17,S00604,708,108,by_card,paynet_user,R01772,small,
T005728,2025-05-10,Saturday,19,S00604,708,108,by_card,paynet_user,R00337,medium,
T005729,2025-09-25,Thursday,10,S00604,708,108,by_card,external_card,,small,
T005730,2025-07-04,Friday,17,S00604,708,108,by_card,external_card,,medium,
T005731,2025-04-04,Friday,11,S00604,708,108,by_card,external_card,,medium,
T005732,2025-08-11,Monday,20,S00604,708,108,by_card,external_card,,small,
T005733,2025-06-11,Wednesday,14,S00604,708,108,by_card,external_card,,small,
T005734,2025-07-25,Friday,7,S00604,708,108,by_card,external_card,,small,
T005735,2025-07-14,Monday,14,S00604,708,108,by_card,paynet_user,R00695,small,
T005736,2025-04-29,Tuesday,12,S00604,708,108,by_card,external_card,,small,
T005737,2025-07-28,Monday,18,S00604,708,108,by_card,paynet_user,R00299,medium,
T005738,2025-04-23,Wednesday,15,S00604,708,108,by_card,external_card,,large,
T005739,2025-09-02,Tuesday,17,S00604,708,108,by_card,external_card,,small,
T005740,2025-05-11,Sunday,10,S00604,708,108,by_phone,paynet_user,R00128,large,
T005741,2025-08-13,Wednesday,14,S00604,708,108,by_card,external_card,,small,
T005742,2025-08-07,Thursday,20,S00604,708,108,by_card,external_card,,medium,
T005743,2025-08-06,Wednesday,15,S00604,708,108,by_card,external_card,,medium,
T005744,2025-05-07,Wednesday,20,S00604,708,108,by_card,paynet_user,R00873,small,
T005745,2025-05-28,Wednesday,7,S00604,708,108,by_card,external_card,,small,
T005746,2025-09-07,Sunday,22,S00604,708,108,by_card,external_card,,small,
T005747,2025-05-04,Sunday,14,S00604,708,108,by_card,external_card,,medium,
T005748,2025-06-25,Wednesday,7,S00604,708,108,by_phone,new_registration,R03186,small,1.0
T005749,2025-06-25,Wednesday,12,S00604,708,108,by_card,external_card,,small,
T005750,2025-09-20,Saturday,18,S00604,708,108,by_card,paynet_user,R01787,large,
T005751,2025-08-21,Thursday,18,S00604,708,108,by_card,paynet_user,R00983,small,
T005752,2025-09-16,Tuesday,12,S00604,708,108,by_card,external_card,,medium,
T005753,2025-04-22,Tuesday,10,S00604,708,108,by_phone,paynet_user,R01385,large,
T005754,2025-06-24,Tuesday,12,S00604,708,108,by_phone,paynet_user,R00112,small,
T005755,2025-07-31,Thursday,16,S00604,708,108,by_card,external_card,,medium,
T005756,2025-07-18,Friday,17,S00604,708,108,by_card,paynet_user,R01719,medium,
T005757,2025-04-22,Tuesday,18,S00604,708,108,by_card,paynet_user,R00492,large,
T005758,2025-08-02,Saturday,12,S00604,708,108,by_card,paynet_user,R00225,medium,
T005759,2025-05-06,Tuesday,13,S00604,708,108,by_card,external_card,,small,
T005760,2025-07-09,Wednesday,16,S00604,708,108,by_phone,paynet_user,R01081,medium,
T005761,2025-05-07,Wednesday,14,S00604,708,108,by_card,new_registration,R02309,small,0.0
T005762,2025-04-05,Saturday,12,S00604,708,108,by_card,external_card,,medium,
T005763,2025-06-21,Saturday,9,S00604,708,108,by_card,external_card,,medium,
T005764,2025-05-03,Saturday,18,S00604,708,108,by_card,external_card,,small,
T005765,2025-05-03,Saturday,11,S00604,708,108,by_card,paynet_user,R00374,medium,
T005766,2025-09-27,Saturday,13,S00604,708,108,by_card,external_card,,medium,
T005767,2025-07-07,Monday,0,S00604,708,108,by_card,external_card,,small,
T005768,2025-08-27,Wednesday,20,S00604,708,108,by_card,paynet_user,R01439,medium,
T005769,2025-08-25,Monday,13,S00605,137,24,by_card,paynet_user,R00852,medium,
T005770,2025-07-22,Tuesday,9,S00605,137,24,by_card,external_card,,large,
T005771,2025-08-04,Monday,17,S00605,137,24,by_card,external_card,,medium,
T005772,2025-05-28,Wednesday,13,S00605,137,24,by_card,external_card,,medium,
T005773,2025-08-01,Friday,18,S00605,137,24,by_card,paynet_user,R00262,large,
T005774,2025-06-18,Wednesday,15,S00605,137,24,by_card,external_card,,medium,
T005775,2025-05-29,Thursday,1,S00605,137,24,by_card,paynet_user,R00243,small,
T005776,2025-06-28,Saturday,19,S00605,137,24,by_card,paynet_user,R00248,small,
T005777,2025-08-31,Sunday,13,S00605,137,24,by_card,external_card,,medium,
T005778,2025-07-17,Thursday,17,S00605,137,24,by_card,external_card,,medium,
T005779,2025-08-14,Thursday,20,S00605,137,24,by_card,external_card,,medium,
T005780,2025-07-06,Sunday,17,S00605,137,24,by_card,paynet_user,R00928,large,
T005781,2025-09-29,Monday,20,S00605,137,24,by_card,external_card,,medium,
T005782,2025-05-05,Monday,13,S00605,137,24,by_qr,paynet_user,R00629,small,
T005783,2025-07-23,Wednesday,18,S00605,137,24,by_card,paynet_user,R00669,small,
T005784,2025-04-17,Thursday,18,S00605,137,24,by_card,external_card,,small,
T005785,2025-06-09,Monday,20,S00605,137,24,by_card,external_card,,large,
T005786,2025-07-16,Wednesday,13,S00606,131,10,by_card,paynet_user,R00800,small,
T005787,2025-08-28,Thursday,13,S00606,131,10,by_card,external_card,,medium,
T005788,2025-08-20,Wednesday,8,S00606,131,10,by_card,paynet_user,R00951,small,
T005789,2025-06-12,Thursday,19,S00606,131,10,by_card,paynet_user,R00015,medium,
T005790,2025-06-04,Wednesday,8,S00606,131,10,by_phone,new_registration,R04386,small,0.0
T005791,2025-05-05,Monday,9,S00606,131,10,by_card,external_card,,large,
T005792,2025-04-14,Monday,12,S00606,131,10,by_card,external_card,,medium,
T005793,2025-05-24,Saturday,20,S00606,131,10,by_card,external_card,,medium,
T005794,2025-07-27,Sunday,9,S00607,172,24,by_phone,paynet_user,R01855,large,
T005795,2025-07-20,Sunday,21,S00607,172,24,by_card,external_card,,small,
T005796,2025-07-24,Thursday,15,S00607,172,24,by_card,external_card,,small,
T005797,2025-04-14,Monday,21,S00607,172,24,by_qr,new_registration,R04976,medium,0.0
T005798,2025-08-28,Thursday,12,S00607,172,24,by_qr,new_registration,R04364,medium,0.0
T005799,2025-06-01,Sunday,17,S00607,172,24,by_card,external_card,,small,
T005800,2025-04-26,Saturday,14,S00607,172,24,by_card,external_card,,small,
T005801,2025-05-07,Wednesday,8,S00607,172,24,by_card,paynet_user,R00087,small,
T005802,2025-05-18,Sunday,9,S00607,172,24,by_card,external_card,,medium,
T005803,2025-04-08,Tuesday,14,S00607,172,24,by_card,paynet_user,R01428,medium,
T005804,2025-07-01,Tuesday,10,S00607,172,24,by_card,paynet_user,R00266,small,
T005805,2025-04-23,Wednesday,17,S00607,172,24,by_phone,new_registration,R04942,small,0.0
T005806,2025-05-05,Monday,12,S00608,261,25,by_card,paynet_user,R01561,small,
T005807,2025-09-22,Monday,2,S00608,261,25,by_phone,paynet_user,R00892,medium,
T005808,2025-04-16,Wednesday,8,S00608,261,25,by_phone,new_registration,R02058,medium,0.0
T005809,2025-07-05,Saturday,20,S00608,261,25,by_card,external_card,,medium,
T005810,2025-07-09,Wednesday,17,S00608,261,25,by_card,paynet_user,R00640,medium,
T005811,2025-05-11,Sunday,12,S00608,261,25,by_card,external_card,,large,
T005812,2025-06-24,Tuesday,22,S00608,261,25,by_card,external_card,,small,
T005813,2025-07-14,Monday,8,S00608,261,25,by_qr,paynet_user,R01511,large,
T005814,2025-07-11,Friday,20,S00608,261,25,by_card,external_card,,small,
T005815,2025-08-03,Sunday,14,S00608,261,25,by_card,external_card,,medium,
T005816,2025-06-21,Saturday,16,S00608,261,25,by_phone,paynet_user,R01123,small,
T005817,2025-07-21,Monday,17,S00608,261,25,by_card,paynet_user,R01168,large,
T005818,2025-08-11,Monday,16,S00608,261,25,by_card,external_card,,medium,
T005819,2025-09-22,Monday,14,S00608,261,25,by_card,external_card,,medium,
T005820,2025-08-05,Tuesday,14,S00608,261,25,by_card,external_card,,medium,
T005821,2025-09-19,Friday,17,S00608,261,25,by_card,paynet_user,R00011,large,
T005822,2025-04-25,Friday,16,S00608,261,25,by_card,external_card,,medium,
T005823,2025-05-26,Monday,17,S00609,33,2,by_card,external_card,,small,
T005824,2025-09-12,Friday,19,S00609,33,2,by_card,external_card,,large,
T005825,2025-07-21,Monday,1,S00609,33,2,by_phone,paynet_user,R00799,small,
T005826,2025-04-26,Saturday,12,S00609,33,2,by_card,external_card,,small,
T005827,2025-08-12,Tuesday,14,S00609,33,2,by_card,external_card,,medium,
T005828,2025-04-08,Tuesday,15,S00610,13,4,by_card,external_card,,medium,
T005829,2025-08-21,Thursday,17,S00611,326,9,by_card,paynet_user,R00063,medium,
T005830,2025-09-29,Monday,20,S00611,326,9,by_card,paynet_user,R00738,medium,
T005831,2025-08-11,Monday,16,S00611,326,9,by_card,external_card,,small,
T005832,2025-08-31,Sunday,19,S00611,326,9,by_card,external_card,,medium,
T005833,2025-09-23,Tuesday,18,S00612,466,18,by_card,external_card,,small,
T005834,2025-07-16,Wednesday,9,S00612,466,18,by_phone,paynet_user,R00905,medium,
T005835,2025-07-04,Friday,2,S00612,466,18,by_card,paynet_user,R00156,small,
T005836,2025-09-07,Sunday,13,S00612,466,18,by_card,external_card,,medium,
T005837,2025-07-15,Tuesday,17,S00612,466,18,by_card,paynet_user,R00087,large,
